emp_prse,jobs_1000,locquotient,h_mean,a_mean,mean_prse,h_median,a_median
7.9000001,.35600001,1.1,11.21,"23,310",4.4,10.22,"21,250"
9,3.4130001,.87,11.21,"23,310",1.5,10.31,"21,450"
6.3000002,8.191,.56999999,10.85,"22,560",0.9,10.44,"21,710"
14.2,1.316,.67000002,17.98,"37,400",3.8,17.9,"37,240"
9.6000004,2.642,1.0700001,12.32,"25,630",1.8,10.7,"22,260"
24.5,.252,.31999999,14.79,"30,760",3.5,14.69,"30,550"
43.099998,.245,.61000001,12.11,"25,180",3.6,11.26,"23,410"
4.4000001,7.632,.91000003,22.06,"45,880",2.3,18.94,"39,400"
6.5,1.877,1.0599999,38.76,"80,630",2.2,36.24,"75,380"
4.5999999,20.004999,.80000001,11,"22,870",1,9.9,"20,590"
9,3.665,1.17,13.51,"28,100",2.6,12.14,"25,260"
11,1.423,.80000001,18,"37,430",3.5,16.35,"34,000"
3.5,32.226002,1.03,13.03,"27,110",1.8,10.63,"22,110"
10.9,1.225,1.28,26.77,"55,680",4.2,22.51,"46,830"
8.1999998,2.3269999,.86000001,37.17,"77,320",6.3,27.26,"56,700"
9,2.527,.92000002,37.98,"79,000",7.7,24.27,"50,490"
16.299999,.42899999,.91000003,20,"41,600",6.1,17.53,"36,450"
5.1999998,6.8509998,.97000003,31.54,"65,600",2.5,27.31,"56,800"
8.1999998,2.358,1.03,44.78,"93,130",2.6,40.49,"84,210"
3.0999999,12.825,1.3099999,36.22,"75,330",2.4,30.6,"63,640"
34.099998,.18099999,.63999999,36.51,"75,930",19.6,32.36,"67,320"
20.799999,.55199999,.52999997,23.07,"47,980",10.2,18.54,"38,570"
11.8,.60699999,1.22,49.55,"103,060",2,48.25,"100,360"
22.700001,1.245,.94,12.73,"26,470",3.5,11.17,"23,230"
9.1000004,.26499999,.40000001,16.25,"33,810",6.7,11.82,"24,580"
3.9000001,7.6669998,.75,28.66,"59,620",1.2,27.55,"57,300"
28.9,.65200001,1.16,14.18,"29,490",2.2,13.87,"28,860"
29.4,.050000001,1.14,13.48,"28,050",5.4,13.88,"28,870"
12.9,1.53,.80000001,19.14,"39,810",2.8,17.88,"37,200"
6.9000001,3.398,1.02,18.58,"38,640",1.3,17.94,"37,310"
4.3000002,8.9139996,.82999998,19.51,"40,570",0.8,18.72,"38,940"
44.900002,.108,.91000003,14.76,"30,700",6.5,14.42,"29,990"
7.8000002,.67400002,.63,20.92,"43,520",2.4,20.33,"42,280"
17.700001,.49000001,.99000001,18.94,"39,400",1.9,18.15,"37,750"
9,2.9219999,.85000002,14.25,"29,630",2.3,13.7,"28,490"
21.700001,.078000002,.34,19.8,"41,190",4,18.17,"37,790"
14.5,.29499999,.70999998,24.2,"50,330",2.3,23.65,"49,200"
4.1999998,1.1289999,1.21,19.6,"40,760",1.7,19.36,"40,280"
11.5,.169,.69999999,19.66,"40,900",4.3,18.7,"38,910"
10,23.070999,1.1900001,17.21,"35,790",1.4,15.55,"32,330"
2.2,.991,1.01,24.04,"50,010",3.4,25.5,"53,050"
11.4,.505,.61000001,15.69,"32,630",2.3,15.15,"31,510"
19.700001,1.1440001,.63999999,12.29,"25,570",5,11.06,"23,000"
18.6,.426,.31999999,20.17,"41,960",3.5,19.49,"40,530"
9.6000004,.493,.75,11.64,"24,210",2.3,9.77,"20,320"
14.2,1.189,.75,19.19,"39,920",2.2,18.36,"38,180"
21.299999,.354,1.21,17.38,"36,160",2.4,17.07,"35,500"
9.3999996,.73000002,.62,16.25,"33,790",2.8,15.28,"31,780"
5.5999999,.67000002,.70999998,18.15,"37,740",1.6,17.55,"36,510"
4.3000002,7.9190001,1.11,13.98,"29,070",1.7,13.42,"27,920"
4.9000001,1.737,1.67,20.98,"43,650",3.6,22.34,"46,460"
7.0999999,.456,.40000001,20.14,"41,890",2.7,19.53,"40,610"
16.1,.61299998,.97000003,22.35,"46,480",3,21.42,"44,550"
29,.60000002,1.11,13.67,"28,430",2,13.18,"27,400"
7,.54400003,.81,20.24,"42,090",1.6,20.57,"42,790"
8.1999998,1.275,.92000002,20.85,"43,360",4.2,19.77,"41,120"
0,.61199999,1.05,26.08,"54,250",2.4,28.16,"58,570"
0,2.927,1.24,24.07,"50,060",1.7,28.77,"59,840"
0,1.242,1.58,24.34,"50,630",2.4,27.53,"57,260"
10.5,1.668,.70999998,23.56,"49,000",1.7,22.79,"47,410"
6.5,5.7969999,1.23,17.75,"36,930",2.8,16.22,"33,740"
4.4000001,13.883,.97000003,12.76,"26,540",1,11.21,"23,320"
12.7,.27000001,.52999997,15.62,"32,480",5,13.51,"28,100"
5,2.3929999,.56999999,28.42,"59,110",1.4,27.93,"58,100"
12.3,1.4299999,1.1,22.94,"47,710",2.6,23.49,"48,850"
4.8000002,6.375,1.58,17,"35,360",1.5,16.48,"34,290"
2.9000001,12.351,.77999997,17.78,"36,990",0.9,17.27,"35,910"
14.7,.186,.66000003,21.83,"45,410",2.8,21.85,"45,440"
13.3,1.443,1.14,16.32,"33,950",2.5,15.81,"32,890"
7.5999999,.34299999,.75,18.49,"38,470",3,18.88,"39,260"
32.400002,.061999999,.73000002,19.52,"40,600",6.3,19.17,"39,870"
12.3,1.37,.69999999,19.2,"39,940",2.6,18.61,"38,700"
25.200001,.51999998,.86000001,15.03,"31,250",3.9,13.63,"28,350"
3,21.607,1.04,17.14,"35,650",0.9,15.91,"33,100"
15,.37900001,.98000002,15.95,"33,170",3.9,15.15,"31,500"
34.5,.039000001,.56,24.87,"51,740",2.4,24.18,"50,300"
7.9000001,.20900001,.14,22.08,"45,940",3.7,22.03,"45,810"
19.200001,.024,.17,22.67,"47,150",4.6,22.78,"47,380"
.80000001,.044,.44999999,22.48,"46,770",2.2,19.3,"40,140"
4.5999999,.063000001,.22,9.81,"20,400",1.9,9.34,"19,440"
20.799999,.037999999,.20999999,22.17,"46,120",10.2,21.67,"45,080"
28.1,.27500001,.14,10.92,"22,710",2.2,10.17,"21,160"
29.799999,.041999999,.17,11.18,"23,260",2.4,10.9,"22,680"
5.8000002,2.428,.62,34.29,"71,330",2.3,31.37,"65,240"
30.1,.46599999,1.03,23.98,"49,870",5.1,23.44,"48,760"
8,3.938,.81,26.15,"54,380",2.8,25.86,"53,790"
36.299999,.30199999,1.65,20.09,"41,780",7.1,18.45,"38,370"
28.5,.057999998,.69999999,17.35,"36,080",22,14.16,"29,450"
26.200001,.094999999,.34999999,22.09,"45,950",8.6,22.02,"45,810"
17.6,1.0549999,.83999997,23.21,"48,290",5.6,22.4,"46,580"
6.5999999,4.7059999,.69999999,20.13,"41,860",2.3,19.17,"39,870"
30,.289,.82999998,23.03,"47,900",4,22.73,"47,280"
10.3,1.3890001,.54000002,26.04,"54,170",2.6,26.46,"55,040"
13,.34900001,.50999999,25.37,"52,770",8.5,23.21,"48,280"
5.5999999,6.1339998,1.39,28.92,"60,150",2.4,31.38,"65,260"
21.6,.315,.94999999,23.61,"49,120",11.2,25.48,"53,000"
35,.133,.61000001,23.22,"48,290",8.3,23.87,"49,660"
26.9,.20200001,1.16,26.91,"55,960",5.6,24.99,"51,980"
22.1,.89399999,.57999998,20.13,"41,860",6,18.97,"39,460"
44,.052000001,.19,19.66,"40,890",10.2,18.16,"37,780"
20.6,2.9949999,1,31.68,"65,890",2.7,33.59,"69,870"
6.1999998,.77399999,.91000003,21.2,"44,090",5.9,20.11,"41,820"
17.299999,.84500003,.91000003,25.78,"53,630",3.4,24.76,"51,500"
20.4,.454,.87,25.44,"52,910",3.6,26.21,"54,510"
37,.097000003,.56,16.68,"34,700",8.3,15.22,"31,660"
32,.082000002,.34999999,13.98,"29,070",3.4,13.8,"28,710"
30.9,.041000001,.079999998,14.79,"30,770",7.5,15.5,"32,240"
39,.094999999,.25,13.95,"29,020",3.4,13.82,"28,740"
32,.032000002,.19,21.29,"44,280",4.6,21.7,"45,140"
8.3000002,.639,.92000002,27.11,"56,390",2.9,27.9,"58,040"
31.9,.182,1.0599999,42.67,"88,760",2.5,44.7,"92,970"
21.9,.20999999,.69,23.22,"48,310",4.4,23.76,"49,430"
6.5999999,.54799998,.52999997,20.81,"43,290",2.2,21.13,"43,940"
16.799999,.19599999,1.0599999,20.13,"41,870",5.1,20.04,"41,690"
6.8000002,.028000001,.34,21.54,"44,800",2.6,21.22,"44,140"
3.8,3.332,1.03,33.43,"69,540",1.8,31.69,"65,910"
20,.47999999,.68000001,18.87,"39,260",3.2,19.31,"40,170"
10.8,1.285,.77999997,26.31,"54,730",5.2,24.54,"51,040"
46,.050999999,.38999999,32.87,"68,370",4.1,32.43,"67,440"
27.299999,.198,1.64,21.86,"45,460",2.5,21.7,"45,140"
39.200001,.017999999,.20999999,23.89,"49,690",5.9,23.39,"48,660"
17.700001,.484,1.0700001,24.63,"51,230",4.1,23,"47,840"
15.6,.228,1.33,44.41,"92,380",3.4,44.95,"93,490"
19.9,.15099999,.83999997,22.32,"46,430",9.2,19.25,"40,030"
20.4,.347,.70999998,22.14,"46,040",4.1,22.59,"47,000"
24,.76899999,.82999998,30.92,"64,310",5.1,30.04,"62,490"
12.2,1.109,1.1,29.56,"61,490",3.3,27.85,"57,920"
30.5,.214,1.51,16.65,"34,640",5.3,15.46,"32,160"
5.3000002,4.8400002,1.08,21.78,"45,300",2.6,21.47,"44,660"
10.1,2.063,1.13,22.57,"46,950",1.7,21.95,"45,650"
24.6,.57499999,.62,26.03,"54,140",2.8,25.11,"52,240"
1.9,.027000001,.16,28.74,"59,770",5.3,32.88,"68,400"
46.200001,.199,1.34,22.52,"46,840",14.8,23.54,"48,960"
32.599998,.122,1.1,16.33,"33,960",10.4,15.39,"32,020"
23.799999,.184,.83999997,16.67,"34,670",6.8,16.37,"34,050"
49.5,.20100001,2.26,12.26,"25,500",4.8,11.6,"24,130"
17.5,1.0650001,1.3200001,15.55,"32,340",3.8,15.01,"31,220"
41.299999,.124,.83999997,18.72,"38,940",2.8,18.41,"38,290"
10.7,.428,1.28,29.87,"62,120",6.3,28.06,"58,360"
12.1,2.2060001,1.02,24.15,"50,220",4.7,23.16,"48,180"
28.1,.54000002,2.3900001,20.04,"41,680",5.3,18.36,"38,180"
5,3.9719999,1.66,27.07,"56,300",1.7,26.62,"55,370"
36.900002,.51099998,.87,21.54,"44,800",1.8,21.43,"44,580"
11.5,.78200001,2.7,32.76,"68,150",4.5,34.91,"72,610"
11.9,.76700002,.94,35,"72,800",5.5,37.01,"76,970"
39.599998,.044,1.7,20.04,"41,690",3.9,20.3,"42,220"
14,.317,1.03,25.82,"53,700",4.2,25.33,"52,680"
27.1,.072999999,.87,24.2,"50,340",11.2,23.31,"48,490"
3.7,8.5459995,.89999998,18.55,"38,590",1.3,17.18,"35,730"
21.700001,.18099999,.75999999,22.59,"46,990",6.6,19.32,"40,180"
36.299999,.075999998,.51999998,35.63,"74,100",10.9,36.22,"75,340"
21.1,.40400001,.50999999,13.7,"28,500",2.2,13.03,"27,110"
21.4,.47600001,.44,23.23,"48,320",4.8,22.07,"45,900"
4.1999998,6.4520001,1.5,33.76,"70,210",1.2,32.09,"66,740"
31.799999,1.71,.93000001,14.64,"30,460",5.9,12.93,"26,900"
21,.537,.99000001,20.39,"42,410",3.4,20.25,"42,120"
37.5,.044,.31,16.62,"34,570",4.1,16.63,"34,590"
2.5999999,24.625,2.6900001,19.2,"39,930",3.4,17.93,"37,290"
12.2,1.266,.99000001,13.09,"27,220",2.2,11.66,"24,250"
9.8000002,.72000003,.77999997,14.75,"30,680",3.2,13.59,"28,270"
23.200001,.32100001,.30000001,13.52,"28,120",3.5,12.93,"26,890"
16.700001,.178,.33000001,12.83,"26,690",3.3,12.76,"26,540"
42.900002,.017999999,.12,11.89,"24,730",3.1,11.32,"23,550"
13.7,.80299997,.75,14.47,"30,090",3.9,13.27,"27,610"
37.400002,.088,.38,13.47,"28,020",4.6,13.24,"27,540"
20.4,.059,.19,13.49,"28,060",5.8,12.1,"25,170"
12.6,1.779,1.75,19.61,"40,790",2.4,19.35,"40,250"
23,.479,2.8699999,26.74,"55,610",3.4,26.12,"54,320"
23.1,.58899999,1.14,17.22,"35,820",7.2,15.65,"32,560"
19.1,.178,1.38,18.71,"38,910",4.1,17.96,"37,350"
10.7,4.625,3.5,20.61,"42,860",4.2,18.95,"39,420"
33.799999,.308,3.98,21.27,"44,240",6.8,22.29,"46,370"
16.9,.84100002,1.61,17.3,"35,980",4.1,16.57,"34,460"
14.8,.50400001,2.4200001,17.42,"36,230",7.6,17.22,"35,820"
6.0999999,6.6810002,2.52,20.63,"42,910",2,20.28,"42,190"
19.9,.565,13.85,30.88,"64,230",2.9,32.92,"68,480"
40.799999,.018999999,.86000001,21.43,"44,570",7.8,20.82,"43,310"
32.599998,.145,1.48,16.04,"33,370",3.3,14.88,"30,950"
7.5999999,2.8670001,2.6400001,15.35,"31,920",3.8,13.79,"28,680"
14,2.5769999,3.03,18.72,"38,940",4.2,17.35,"36,090"
10.2,3.6259999,7.0300002,26.65,"55,440",2.2,26.94,"56,030"
13.5,2.217,.83999997,20.12,"41,850",1.9,18.92,"39,360"
10.6,.74599999,2.75,19.07,"39,660",5.8,18.05,"37,530"
24.9,.37400001,2.76,18.32,"38,100",3.7,18.16,"37,780"
19.799999,.057,.94999999,28.92,"60,150",3.3,29.64,"61,650"
23.5,.46599999,1.79,16.85,"35,040",3.5,15.51,"32,260"
25.299999,.098999999,1.76,20.66,"42,970",7.2,19.09,"39,710"
4.3000002,.5,3.1700001,21.98,"45,730",4.4,22.33,"46,450"
26.799999,.197,.88999999,16.44,"34,190",5.2,15.18,"31,570"
9.3999996,1.0039999,.83999997,17,"35,350",3.1,16.25,"33,800"
27.200001,.303,.88999999,15.92,"33,100",2,15.89,"33,060"
10.6,1.505,1.03,11.6,"24,130",1.9,11.08,"23,040"
42.5,.131,.44,10.92,"22,720",5.8,10.69,"22,240"
9.8999996,.509,.52999997,13.92,"28,960",2.4,13.37,"27,810"
35.5,.27399999,1.91,17.42,"36,240",6.6,18.65,"38,780"
3.5999999,.126,1.26,14.02,"29,160",3.1,13.86,"28,840"
31.200001,.064999998,.28,17.11,"35,590",3.5,15.89,"33,050"
28.299999,.024,.23999999,12.77,"26,560",2.6,12.56,"26,130"
18.799999,.28999999,.41999999,18.06,"37,570",5.9,17.55,"36,510"
22.6,.090000004,.73000002,17.38,"36,150",3.3,17.35,"36,090"
34.099998,.041000001,.11,17.22,"35,810",5.8,16.27,"33,840"
27.6,.124,.22,15.99,"33,270",5.8,14.59,"30,340"
25.1,.101,1.1799999,41.73,"86,810",4.3,40.42,"84,080"
18.200001,.273,1.14,43.41,"90,290",2.4,43.16,"89,780"
45.900002,.212,.92000002,33.91,"70,530",3.2,35.03,"72,860"
8.6999998,.366,.44,24.28,"50,490",2.2,23.9,"49,700"
45.599998,.048999999,.23,31.86,"66,260",2.5,31.46,"65,450"
16.6,.43599999,4.1799998,34.17,"71,070",2.2,34.66,"72,080"
18.6,.62699997,1.15,22.84,"47,510",4.7,22.15,"46,070"
39.5,.145,.43000001,17.69,"36,800",4.6,17.26,"35,900"
38.700001,.145,.66000003,15.55,"32,350",5,14.24,"29,610"
12.3,.82099998,.89999998,20.58,"42,800",2.9,20.46,"42,550"
16.799999,.29100001,.69,15.81,"32,880",4,15.67,"32,590"
36.700001,.164,.31,15.87,"33,010",6.8,14.22,"29,590"
31.1,.083999999,.66000003,21.97,"45,700",3.7,21.88,"45,500"
3.7,7.1009998,1.88,17.78,"36,980",2.5,15.87,"33,010"
27.5,.152,.83999997,17.64,"36,690",5.1,14.88,"30,950"
11.8,.30599999,1.22,17.81,"37,050",4.3,16.14,"33,560"
21.5,.25799999,1.22,18.91,"39,340",5.8,17.74,"36,900"
13.2,1.79,.64999998,14.48,"30,130",4.3,13.15,"27,350"
21.6,1.013,1.67,14.68,"30,540",2.4,13.88,"28,860"
15.6,.32699999,.88,26.88,"55,900",4.1,26.47,"55,060"
31,.22,1.4,14.16,"29,450",5.3,11.54,"24,000"
35.799999,.27500001,.94999999,15.22,"31,650",4.8,14.93,"31,060"
13.2,.40900001,.62,15.32,"31,860",7.1,13.91,"28,940"
41.700001,.050999999,.33000001,*,*,*,*,*
15.6,3.5239999,1.25,14,"29,120",2,12.75,"26,510"
18.5,1.711,.94999999,18.67,"38,830",2.6,17.94,"37,310"
27.200001,.068999998,1.1900001,20.85,"43,370",6.5,18.33,"38,120"
5.5,2.4820001,.89999998,27.18,"56,540",2.1,25.9,"53,860"
4.8000002,1.362,2.3099999,*,"115,740",3.6,*,"117,390"
26.700001,.252,.93000001,*,"72,690",4.4,*,"66,630"
10.1,.138,2.0599999,27,"56,160",3.7,27.85,"57,930"
12.2,.061000001,.56999999,10.59,"22,030",2.6,9.69,"20,140"
5.1999998,1.09,.88,15.84,"32,950",3.3,15.38,"31,980"
14.9,2.8239999,.79000002,15.38,"31,980",2.1,15.61,"32,460"
12.2,2.9949999,1,13.94,"28,990",5.3,10.22,"21,250"
5,12.317,1,19.99,"41,590",1.8,19.33,"40,210"
6.8000002,5.7820001,.94,17.51,"36,420",2.6,15.52,"32,290"
10.2,1.397,1,12.01,"24,990",3.7,10.78,"22,420"
43.799999,.59299999,1.49,12.51,"26,020",5.6,9.8,"20,380"
45.200001,.026000001,.1,*,*,*,*,*
17,1.336,1.3099999,10.57,"21,990",2.4,9.6,"19,970"
16.700001,.77600002,.93000001,11,"22,870",3.1,9.95,"20,690"
25.299999,.115,.55000001,43.52,"90,530",6.9,46.58,"96,890"
28.6,.045000002,.17,14.11,"29,350",4.4,13.53,"28,140"
13.6,.083999999,.44999999,20.22,"42,050",4.8,20.52,"42,680"
40.599998,.199,.64999998,21.47,"44,660",3.5,19.02,"39,560"
29.299999,.125,.38999999,27.53,"57,270",7.2,22.94,"47,720"
7.5999999,3.1329999,.77999997,17.01,"35,390",2,15.68,"32,620"
11.2,2.2149999,.85000002,11.32,"23,550",1.8,10.01,"20,810"
4,15.182,.80000001,14.55,"30,260",1,13.6,"28,280"
8,4.1630001,.85000002,13.66,"28,420",4.4,11.13,"23,150"
19.9,1.151,1.4299999,19.48,"40,520",3.1,20.12,"41,850"
9.6000004,.072999999,.40000001,14.22,"29,570",6.6,12.19,"25,350"
4.0999999,.92900002,.63,119.55,"248,670",2,#,#
1.4,16.157,1.04,80.04,"166,470",0.9,68.01,"141,460"
6.3000002,.329,.91000003,*,"63,050",4.9,*,"64,050"
5.9000001,.639,3.24,83.98,"174,680",2.4,75.9,"157,870"
3.0999999,2.493,1.62,92.53,"192,460",1.1,84.87,"176,520"
2.2,2.931,1.13,93.78,"195,060",1.2,84.92,"176,640"
4.6999998,.68400002,1.45,83.31,"173,290",2.4,73.77,"153,440"
1.8,2.2679999,1.2,66.28,"137,870",0.8,60.41,"125,650"
2.9000001,3.451,1.35,93.44,"194,350",1.6,84.46,"175,670"
2.0999999,5.3839998,1.35,98.11,"204,070",1.3,90.28,"187,780"
3.0999999,.634,.52999997,66.65,"138,620",1.4,59.86,"124,500"
3.5999999,.43200001,.88,76.06,"158,210",1.5,70.13,"145,870"
3.4000001,.68800002,.82999998,58.4,"121,480",1.2,53.53,"111,350"
4.5,.16599999,1.52,78.99,"164,300",3.3,71.06,"147,810"
2,1.182,1.24,74.16,"154,250",2.9,65.46,"136,150"
4.4000001,.377,1.5599999,73.18,"152,220",1.4,68.72,"142,940"
23.6,.0070000002,.2,37.47,"77,940",9.3,39.43,"82,020"
3.9000001,1.452,.79000002,63.71,"132,520",2.3,59.79,"124,360"
6.4000001,.509,1.48,34.96,"72,720",3.7,31.6,"65,730"
5.4000001,2.244,1.28,*,"132,860",2.4,*,"131,120"
8.5,.95599997,.95999998,60.29,"125,390",2.3,51.65,"107,430"
8.1000004,.184,.72000003,49.68,"103,330",3.1,45.79,"95,240"
4,.75300002,.60000002,80.07,"166,540",1.4,74.98,"155,960"
8.1000004,.815,.56,37.72,"78,450",2,35.9,"74,670"
18.1,.057,.98000002,62.63,"130,280",14.8,53.3,"110,860"
19.9,.067000002,.25999999,42.19,"87,750",4.1,37.53,"78,050"
1.9,2.937,1.21,66.44,"138,190",1.6,58.69,"122,080"
0,.067000002,.68000001,39.08,"81,280",0.9,38.69,"80,480"
5.6999998,1.0420001,.80000001,50.96,"106,010",3.3,42.14,"87,660"
3.2,1.15,1.16,44.08,"91,690",1.1,41.83,"87,000"
5.6999998,.056000002,.83999997,53.52,"111,320",3.1,50.51,"105,060"
2.5999999,2.675,.88999999,67.52,"140,450",1.3,61.74,"128,430"
8.6000004,.34999999,3.23,49.06,"102,040",7.6,36.82,"76,580"
2.7,2.4890001,.86000001,37.33,"77,640",1.2,34.63,"72,030"
5.4000001,2.1930001,1.11,35.22,"73,270",1.5,34.67,"72,110"
23.9,.134,1.1799999,32.95,"68,550",3.8,31.55,"65,630"
2.0999999,2.309,1.15,39.17,"81,470",0.9,37.46,"77,920"
4.5,1.101,.74000001,37.54,"78,070",2,33.83,"70,360"
2.5,4.1090002,1.0599999,37.86,"78,760",1.1,34.33,"71,400"
8.8999996,.833,1.51,41.9,"87,160",5.2,35.76,"74,380"
4.4000001,.79900002,.70999998,40.51,"84,250",1.2,37.81,"78,650"
2.8,4.7579999,1.03,55.55,"115,530",1.9,48.52,"100,910"
7.3000002,1.1059999,1.54,32.22,"67,010",3.7,28.47,"59,220"
7.1999998,.65600002,1.28,32.45,"67,490",2.3,30.35,"63,120"
2.9000001,.847,1.5,38.85,"80,820",1.3,37.16,"77,300"
2.8,2.1300001,1.08,35.38,"73,580",1.8,33.23,"69,120"
2.4000001,6.948,1.66,39.25,"81,630",1,36.03,"74,940"
1.9,5.2189999,.74000001,39.12,"81,370",0.8,36.53,"75,970"
4.1999998,12.385,1.42,47.66,"99,140",1.3,41.56,"86,450"
16.1,.23100001,.56,37.34,"77,670",6.6,34.08,"70,880"
4.8000002,.366,.95999998,39.98,"83,170",1.3,38.12,"79,290"
5.3000002,.93800002,1.79,57.02,"118,610",2.5,49.4,"102,760"
4.5999999,6.0089998,2.9100001,64.96,"135,110",2.1,52.91,"110,060"
4.0999999,3.2119999,2.28,78.71,"163,710",2.7,66.83,"139,010"
7.8000002,.84200001,1.33,48.71,"101,320",3.4,41.53,"86,390"
3.8,.80000001,2.1700001,56.82,"118,190",3,51.19,"106,480"
9.1000004,.20999999,.82999998,28.44,"59,150",1.7,25.45,"52,940"
4.5,1.3839999,.63999999,54.26,"112,860",4.4,43.6,"90,680"
.80000001,.38600001,.97000003,36.66,"76,250",0.9,34.11,"70,950"
17.200001,.30700001,.63999999,27.19,"56,550",8.6,23.05,"47,950"
4.0999999,.76099998,.86000001,46.51,"96,730",2.7,40.71,"84,680"
17.9,.18700001,.94999999,64.92,"135,030",2.8,61.98,"128,910"
5.5,4.4720001,1.1,53.37,"111,010",1.4,49.75,"103,490"
5.4000001,.79400003,1.0700001,60.37,"125,570",1.5,57.65,"119,920"
6.3000002,2.04,1.17,45.66,"94,970",2.1,40.69,"84,630"
2.9000001,7.902,1.33,55.89,"116,260",1.1,53.32,"110,900"
5.0999999,2.319,.83999997,57.88,"120,380",1.1,56.88,"118,310"
4.1999998,1.286,1.46,40.82,"84,910",1.7,37.13,"77,220"
3.9000001,.917,1.15,49.1,"102,120",1.2,47.13,"98,030"
2.5,2.9790001,1.13,48.44,"100,750",0.8,46.35,"96,410"
6.6999998,1.175,1.0599999,58.37,"121,400",3.1,57.4,"119,400"
3.5,4.3039999,1,30.44,"63,310",1.1,28.22,"58,700"
7.9000001,1.531,1.17,39.72,"82,620",1.4,37.1,"77,170"
3.9000001,1.069,.47999999,47.65,"99,100",4,47.16,"98,090"
9.1000004,.25799999,1.92,68.52,"142,510",4.9,58.71,"122,120"
11.6,.013,.66000003,48.72,"101,340",4.2,44.85,"93,280"
6.1999998,.67699999,.91000003,51.81,"107,770",2.5,48.02,"99,870"
11.2,.146,.56999999,52.37,"108,930",2.7,48.76,"101,410"
21.700001,.018999999,1.33,51.79,"107,730",9.8,43.88,"91,280"
4.9000001,1.357,1.88,48.49,"100,860",4,39.93,"83,050"
27.4,.127,.94999999,37.84,"78,720",5.4,36.45,"75,810"
21.6,.015,.18000001,34.32,"71,390",10.4,33.09,"68,830"
22.1,.236,.76999998,35.66,"74,180",3.8,33.83,"70,360"
24,.043000001,.090000004,51.14,"106,370",4.3,50.9,"105,880"
12,.039000001,.27000001,51.55,"107,220",3.9,45.6,"94,850"
10.9,.102,.43000001,48.68,"101,250",2.4,46.79,"97,320"
4,1.706,.81,48.49,"100,850",1.4,45.13,"93,870"
7.9000001,.97600001,.75999999,50.82,"105,700",1.4,49.25,"102,430"
7.1999998,.42399999,.44999999,50.5,"105,030",1.6,49.69,"103,360"
8.6999998,.26899999,.73000002,46.34,"96,390",2.4,44.59,"92,740"
12.7,.17,.93000001,47.84,"99,500",2.9,46.8,"97,340"
6.1999998,.77499998,.41999999,48.12,"100,100",4.7,44.22,"91,970"
26.6,.079999998,.41999999,47.24,"98,250",2.5,46.57,"96,860"
30.6,.0099999998,.22,43.44,"90,350",3,39.57,"82,310"
10.4,.021,.18000001,58.17,"120,990",2.5,59.05,"122,830"
48.599998,.012,.050000001,93.25,"193,950",6.4,83.87,"174,460"
6.4000001,.491,.52999997,50.7,"105,450",1.9,51.44,"107,000"
11.6,.66399997,.99000001,27.8,"57,820",1.8,26.94,"56,040"
17.299999,.15700001,.86000001,33.37,"69,420",7.5,33.56,"69,800"
9,.27399999,.67000002,31.73,"66,000",3.6,30.62,"63,690"
12.8,.068000004,.63,31.12,"64,730",3.8,28.48,"59,240"
12.3,.176,.34999999,*,*,*,*,*
16.5,.033,.36000001,31.11,"64,710",6.5,30.24,"62,900"
21,.072999999,.58999997,29.17,"60,670",5,27.84,"57,910"
21.700001,.15700001,.34,28.78,"59,860",2.9,27.78,"57,790"
14.4,.086999997,.28999999,29.69,"61,750",4.8,29.14,"60,620"
16.5,.17399999,.31999999,33.19,"69,030",2.9,30.77,"64,000"
35.900002,.122,.33000001,26.28,"54,670",3,24.7,"51,380"
12.4,.115,1.1,38.15,"79,340",4.7,34.25,"71,240"
18.6,.011,.11,33.83,"70,380",6.4,32.57,"67,740"
15.9,.60299999,3.1400001,67.09,"139,550",7.9,59.64,"124,060"
10.1,.106,.69,36.96,"76,880",2.7,34.17,"71,060"
9.3999996,.021,.17,36.65,"76,230",2.1,35.84,"74,550"
4.5,.067000002,.25,42.02,"87,390",1.9,44.84,"93,270"
30,.052000001,.34,*,*,*,*,*
9.6999998,.0099999998,.16,32.37,"67,340",4.6,29.81,"62,010"
16.5,.024,.5,44.54,"92,650",5.4,40.89,"85,040"
10.3,.917,1.17,48.71,"101,320",4.3,38.6,"80,280"
11.6,.028000001,.55000001,42.05,"87,460",7.3,36.71,"76,360"
9.8000002,.116,.99000001,68.18,"141,810",6.3,62.04,"129,030"
23.6,.027000001,.43000001,48.9,"101,710",4.8,47.48,"98,760"
6.4000001,.866,1.46,42.64,"88,700",2,38.47,"80,010"
13.5,.035999998,.69,50.06,"104,120",3.8,50.5,"105,030"
7.6999998,.44999999,.77999997,41.62,"86,580",2.8,37.77,"78,560"
23.5,.061999999,.31,38.96,"81,040",4.1,35.84,"74,550"
21.799999,.017999999,.40000001,40.96,"85,200",3.6,39.38,"81,920"
2.2,.071000002,.57999998,47.01,"97,770",2.7,48.03,"99,890"
14.6,.064000003,.47,66.44,"138,200",3.9,53.11,"110,460"
18.6,.086999997,1.09,29.63,"61,640",3.2,28.65,"59,600"
6.3000002,1.131,1.49,46.54,"96,790",2.8,43.92,"91,350"
8.1000004,.041999999,.47,47.96,"99,750",2,53.32,"110,910"
20.799999,.032000002,1.65,34.92,"72,620",7.8,32.19,"66,950"
6.5999999,.14,.56999999,39.43,"82,020",3.8,36.4,"75,710"
